HSNCode,Description,Length
85241220,FOR THE GOODS OF SUB-HEADING 8517 13 OR 8517 13,8
85241230,FOR THE GOODS OF SUB-HEADING 8528 72 OR 8528 72,8
85241290,OTHER,8
852419,OTHER :,6
85241900,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS, AND PARTS AND ACCESSORIES OF SUCH ARTICLES~Flat panel display modules, whether or not incorporating touch-sensitive screens~Other~Other",8
85241910,FOR THE GOODS OF SUB-HEADING 8471 30 OR 8471 40,8
85241920,FOR THE GOODS OF SUB-HEADING 8517 13 OR 8517 13,8
85241930,FOR THE GOODS OF SUB-HEADING 8528 72 OR 8528 72,8
85241990,OTHER,8
85243111,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - DISCS FOR LASER READING SYSTEMS: - FOR REPRODUCING PHENOMENA OTHER THAN SOUND OR IMAGE: - SOFTWARE: INFORMATION TECHNOLOGY SOFTWARE",8
85243119,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - DISCS FOR LASER READING SYSTEMS: - FOR REPRODUCING PHENOMENA OTHER THAN SOUND OR IMAGE: - SOFTWARE: OTHER",8
85243190,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - DISCS FOR LASER READING SYSTEMS: - FOR REPRODUCING PHENOMENA OTHER THAN SOUND OR IMAGE: OTHER",8
85243210,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - DISCS FOR LASER READING SYSTEMS: - FOR REPRODUCING SOUND ONLY: PRE-RECORDED AUDIO COMPACT DISCS OR PRE-RECORDED AUDIO MINI DISCS",8
85243290,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - DISCS FOR LASER READING SYSTEMS: - FOR REPRODUCING SOUND ONLY: OTHER",8
85243910,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - DISCS FOR LASER READING SYSTEMS: - OTHER: VIDEO COMPACT DISC OF EDUCATIONAL NATURE",8
85243920,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - DISCS FOR LASER READING SYSTEMS: - OTHER: OTHER VIDEO COMPACT DISCS",8
85243930,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - DISCS FOR LASER READING SYSTEMS: - OTHER: DIGITAL VIDEO DISCS",8
85243990,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - DISCS FOR LASER READING SYSTEMS: - OTHER: OTHER",8
85244011,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 -MAGNETIC TAPES FOR REPRODUCING PHENOMENA OTHER THAN SOUND OR IMAGE: - SOFTWARE: INFORMATION TECHNOLOGY SOFTWARE",8
85244019,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 -MAGNETIC TAPES FOR REPRODUCING PHENOMENA OTHER THAN SOUND OR IMAGE: - SOFTWARE: OTHER",8
85244090,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 -MAGNETIC TAPES FOR REPRODUCING PHENOMENA OTHER THAN SOUND OR IMAGE: OTHER",8
85245111,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH NOT EXCEEDING 4 MM: - LEARNING AIDS: AUDIO CASSETTES",8
85245112,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH NOT EXCEEDING 4 MM: - LEARNING AIDS: VIDEO TAPES OF EDUCATIONAL NATURE",8
85245119,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH NOT EXCEEDING 4 MM: - LEARNING AIDS: OTHER",8
85245120,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH NOT EXCEEDING 4 MM: AUDIO-VISUAL NEWS OR AUDIO-VISUAL VIEWS MATERIAL INCLUDING NEWS CLIPPINGS",8
85245130,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH NOT EXCEEDING 4 MM: CHILDRENS VIDEO FILMS",8
85245140,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH NOT EXCEEDING 4 MM: OTHER VIDEO FILMS",8
85245190,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH NOT EXCEEDING 4 MM: OTHER",8
85245211,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH EXCEEDING 4 MM BUT NOT EXCEEDING 6.5 MM: - LEARNING AIDS: AUDIO CASSETTES",8
85245212,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH EXCEEDING 4 MM BUT NOT EXCEEDING 6.5 MM: - LEARNING AIDS: VIDEO TAPES OF EDUCATIONAL NATURE",8
85245219,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH EXCEEDING 4 MM BUT NOT EXCEEDING 6.5 MM: - LEARNING AIDS: OTHER",8
85245220,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH EXCEEDING 4 MM BUT NOT EXCEEDING 6.5 MM: AUDIO-VISUAL NEWS OR AUDIO-VISUAL VIEWS MATERIAL INCLUDING NEWS CLIPPINGS",8
85245230,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH EXCEEDING 4 MM BUT NOT EXCEEDING 6.5 MM: CHILDRENS VIDEO FILMS",8
85245240,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH EXCEEDING 4 MM BUT NOT EXCEEDING 6.5 MM: OTHER VIDEO FILMS",8
85245290,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH EXCEEDING 4 MM BUT NOT EXCEEDING 6.5 MM: OTHER",8
85245311,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH EXCEEDING 6.5 MM : - LEARNING AIDS: AUDIO CASSETTES",8
85245312,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH EXCEEDING 6.5 MM : - LEARNING AIDS: VIDEO TAPES OF EDUCATIONAL NATURE",8
85245319,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH EXCEEDING 6.5 MM : - LEARNING AIDS: OTHER",8
85245320,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH EXCEEDING 6.5 MM : AUDIO-VISUAL NEWS OR AUDIO-VISUAL MATERIAL INCLUDING NEWS CLIPPINGS",8
85245330,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH EXCEEDING 6.5 MM : CHILDREMS VIDEO FILMS",8
85245340,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH EXCEEDING 6.5 MM : OTHER VIDEO FILMS",8
85245390,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER MAGNETIC TAPES: - OF A WIDTH EXCEEDING 6.5 MM : OTHER",8
85246000,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - CARDS INCORPORATING A MAGNETIC STRIPE",8
852491,OF LIQUID CRYSTALS :,6
85249100,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS, AND PARTS AND ACCESSORIES OF SUCH ARTICLES~Flat panel display modules, whether or not incorporating touch-sensitive screens~Of liquid crystals~Of liquid crystals",8
85249110,FOR THE GOODS OF SUB-HEADING 8471 30 OR 8471 40,8
85249111,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER: - FOR REPRODUCING PHENOMENA OTHER THAN SOUND OR IMAGE: - SOFTWARE: INFORMATION TECHNOLOGY SOFTWARE ON FLOPPY DISC OR CARTRIDGE TAPE",8
85249112,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER: - FOR REPRODUCING PHENOMENA OTHER THAN SOUND OR IMAGE: - SOFTWARE: INFORMATION TECHNOLOGY SOFTWARE ON DISC OR ON CD ROM",8
85249113,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER: - FOR REPRODUCING PHENOMENA OTHER THAN SOUND OR IMAGE: - SOFTWARE: INFORMATION TECHNOLOGY SOFTWARE ON OTHER MEDIA",8
85249119,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER: - FOR REPRODUCING PHENOMENA OTHER THAN SOUND OR IMAGE: - SOFTWARE: OTHER",8
85249120,FOR THE GOODS OF SUB-HEADING 8517 13 OR 8517 13,8
85249130,FOR THE GOODS OF SUB-HEADING 8528 72 OR 8528 72,8
85249190,OTHER,8
852492,OF ORGANIC LIGHT-EMITTING DIODES (OLED) :,6
85249200,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS, AND PARTS AND ACCESSORIES OF SUCH ARTICLES~Flat panel display modules, whether or not incorporating touch-sensitive screens~Of organic light-emitting diodes (OLED)~Of organic light-emitting diodes (OLED)",8
85249210,FOR THE GOODS OF SUB-HEADING 8471 30 OR 8471 40,8
85249220,FOR THE GOODS OF SUB-HEADING 8517 13 OR 8517 13,8
85249230,FOR THE GOODS OF SUB-HEADING 8528 72 OR 8528 72,8
85249290,OTHER,8
852499,OTHER :,6
85249900,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS, AND PARTS AND ACCESSORIES OF SUCH ARTICLES~Flat panel display modules, whether or not incorporating touch-sensitive screens~Other~Other",8
85249910,FOR THE GOODS OF SUB-HEADING 8471 30 OR 8471 40,8
85249920,FOR THE GOODS OF SUB-HEADING 8517 13 OR 8517 13,8
85249930,FOR THE GOODS OF SUB-HEADING 8528 72 OR 8528 72,8
85249990,OTHER,8
85249991,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER: - OTHER : - OTHER: MATRICES FOR THE PRODUCTION OF RECORDS; PREPARED RECORD BLANKS",8
85249999,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - OTHER: - OTHER : - OTHER: OTHER",8
8525,"TRANSMISSION APPARATUS FOR RADIO-BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATION RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS, TELEVISION CAMERAS, DIGITAL CAMERAS AND VIDEO CAMERA RECORDERS",4
85251010,"TRANSMISSION APPARATUS FOR RADIO-TELEPHONY, RADIOTELEGRAPHY, RADIO-BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS; STILL IMAGE VIDEO CAMERAS AND OTHER VIDEO CAMERA RECORDERS; DIGITAL CAMERAS - TRANSMISSION APPARATUS: RADIO BROADCAST TRANSMITTER",8
85251020,"TRANSMISSION APPARATUS FOR RADIO-TELEPHONY, RADIOTELEGRAPHY, RADIO-BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS; STILL IMAGE VIDEO CAMERAS AND OTHER VIDEO CAMERA RECORDERS; DIGITAL CAMERAS - TRANSMISSION APPARATUS: TV BROADCAST TRANSMITTER",8
85251030,"TRANSMISSION APPARATUS FOR RADIO-TELEPHONY, RADIOTELEGRAPHY, RADIO-BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS; STILL IMAGE VIDEO CAMERAS AND OTHER VIDEO CAMERA RECORDERS; DIGITAL CAMERAS - TRANSMISSION APPARATUS: BROADCAST EQUIPMENT SUB-SYSTEM",8
85251040,"TRANSMISSION APPARATUS FOR RADIO-TELEPHONY, RADIOTELEGRAPHY, RADIO-BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS; STILL IMAGE VIDEO CAMERAS AND OTHER VIDEO CAMERA RECORDERS; DIGITAL CAMERAS - TRANSMISSION APPARATUS: COMMUNICATION JAMMING EQUIPMENT",8
85251050,"TRANSMISSION APPARATUS FOR RADIO-TELEPHONY, RADIOTELEGRAPHY, RADIO-BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS; STILL IMAGE VIDEO CAMERAS AND OTHER VIDEO CAMERA RECORDERS; DIGITAL CAMERAS - TRANSMISSION APPARATUS: WIRELESS MICROPHONE",8
85251090,"TRANSMISSION APPARATUS FOR RADIO-TELEPHONY, RADIOTELEGRAPHY, RADIO-BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS; STILL IMAGE VIDEO CAMERAS AND OTHER VIDEO CAMERA RECORDERS; DIGITAL CAMERAS - TRANSMISSION APPARATUS: OTHER",8
85252011,"TRANSMISSION APPARATUS FOR RADIO-TELEPHONY, RADIOTELEGRAPHY, RADIO-BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS; STILL IMAGE VIDEO CAMERAS AND OTHER VIDEO CAMERA RECORDERS; DIGITAL CAMERAS - TRANSMISSION APPARATUS INCORPORATING RECEPTION APPARATUS: - TWO WAY RADIO COMMUNICATION EQUIPMENT: WALKIE TALKIE SET",8
85252012,"TRANSMISSION APPARATUS FOR RADIO-TELEPHONY, RADIOTELEGRAPHY, RADIO-BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS; STILL IMAGE VIDEO CAMERAS AND OTHER VIDEO CAMERA RECORDERS; DIGITAL CAMERAS - TRANSMISSION APPARATUS INCORPORATING RECEPTION APPARATUS: - TWO WAY RADIO COMMUNICATION EQUIPMENT: CORDLESS HANDSET",8
85252013,"TRANSMISSION APPARATUS FOR RADIO-TELEPHONY, RADIOTELEGRAPHY, RADIO-BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS; STILL IMAGE VIDEO CAMERAS AND OTHER VIDEO CAMERA RECORDERS; DIGITAL CAMERAS - TRANSMISSION APPARATUS INCORPORATING RECEPTION APPARATUS: - TWO WAY RADIO COMMUNICATION EQUIPMENT: CAR TELEPHONE",8
85252014,"TRANSMISSION APPARATUS FOR RADIO-TELEPHONY, RADIOTELEGRAPHY, RADIO-BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS; STILL IMAGE VIDEO CAMERAS AND OTHER VIDEO CAMERA RECORDERS; DIGITAL CAMERAS - TRANSMISSION APPARATUS INCORPORATING RECEPTION APPARATUS: - TWO WAY RADIO COMMUNICATION EQUIPMENT: TRANSPORTABLE TELEPHONE",8
85252015,"TRANSMISSION APPARATUS FOR RADIO-TELEPHONY, RADIOTELEGRAPHY, RADIO-BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS; STILL IMAGE VIDEO CAMERAS AND OTHER VIDEO CAMERA RECORDERS; DIGITAL CAMERAS - TRANSMISSION APPARATUS INCORPORATING RECEPTION APPARATUS: - TWO WAY RADIO COMMUNICATION EQUIPMENT: MARINE RADIO COMMUNICATION EQUIPMENT",8
85252016,"TRANSMISSION APPARATUS FOR RADIO-TELEPHONY, RADIOTELEGRAPHY, RADIO-BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS; STILL IMAGE VIDEO CAMERAS AND OTHER VIDEO CAMERA RECORDERS; DIGITAL CAMERAS - TRANSMISSION APPARATUS INCORPORATING RECEPTION APPARATUS: - TWO WAY RADIO COMMUNICATION EQUIPMENT: AMATEUR RADIO EQUIPMENT",8
85252017,"TRANSMISSION APPARATUS FOR RADIO-TELEPHONY, RADIOTELEGRAPHY, RADIO-BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS; STILL IMAGE VIDEO CAMERAS AND OTHER VIDEO CAMERA RECORDERS; DIGITAL CAMERAS - TRANSMISSION APPARATUS INCORPORATING RECEPTION APPARATUS: - TWO WAY RADIO COMMUNICATION EQUIPMENT: CELLULAR TELEPHONE",8
85252019,"TRANSMISSION APPARATUS FOR RADIO-TELEPHONY, RADIOTELEGRAPHY, RADIO-BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS; STILL IMAGE VIDEO CAMERAS AND OTHER VIDEO CAMERA RECORDERS; DIGITAL CAMERAS - TRANSMISSION APPARATUS INCORPORATING RECEPTION APPARATUS: - TWO WAY RADIO COMMUNICATION EQUIPMENT: OTHER",8
85252091,"TRANSMISSION APPARATUS FOR RADIO-TELEPHONY, RADIOTELEGRAPHY, RADIO-BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS; STILL IMAGE VIDEO CAMERAS AND OTHER VIDEO CAMERA RECORDERS; DIGITAL CAMERAS - TRANSMISSION APPARATUS INCORPORATING RECEPTION APPARATUS: - OTHER: VSAT TERMINALS",8
85252092,"TRANSMISSION APPARATUS FOR RADIO-TELEPHONY, RADIOTELEGRAPHY, RADIO-BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS; STILL IMAGE VIDEO CAMERAS AND OTHER VIDEO CAMERA RECORDERS; DIGITAL CAMERAS - TRANSMISSION APPARATUS INCORPORATING RECEPTION APPARATUS: - OTHER: OTHER SATELLITE COMMUNICATION EQUIPMENT",8
85252099,"TRANSMISSION APPARATUS FOR RADIO-TELEPHONY, RADIOTELEGRAPHY, RADIO-BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS; STILL IMAGE VIDEO CAMERAS AND OTHER VIDEO CAMERA RECORDERS; DIGITAL CAMERAS - TRANSMISSION APPARATUS INCORPORATING RECEPTION APPARATUS: - OTHER: OTHER",8
85253000,"TRANSMISSION APPARATUS FOR RADIO-TELEPHONY, RADIOTELEGRAPHY, RADIO-BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS; STILL IMAGE VIDEO CAMERAS AND OTHER VIDEO CAMERA RECORDERS; DIGITAL CAMERASTELEVISION CAMERAS",8
